geneSymbol	diseaseName
ESPN	DEAFNESS, AUTOSOMAL RECESSIVE 36, WITH OR WITHOUT VESTIBULAR INVOLVEMENT
ESRRB	Deafness, Autosomal Recessive 35
EVC	Weyers acrofacial dysostosis
EYS	Retinitis Pigmentosa 25
F9	Thrombophilia, X-Linked, Due To Factor Ix Defect
FBLN5	Macular Degeneration, Age-Related, 3
FBN1	ECTOPIA LENTIS, ISOLATED, AUTOSOMAL DOMINANT
FGA	Amyloidosis, familial visceral
FGF14	Spinocerebellar ataxia 27
FGF3	Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia
FGF9	Multiple Synostoses Syndrome 3
FGFR2	Scaphocephaly, Maxillary Retrusion, And Mental Retardation
FHL1	Myopathy, Reducing Body, X-Linked, Early-Onset, Severe
FIG4	Amyotrophic Lateral Sclerosis 11
FKTN	Cardiomyopathy, Dilated, 1x
FLNA	Heterotopia, Periventricular, Ehlers-Danlos Variant
FLNB	ATELOSTEOGENESIS, TYPE III
FLT4	Hemangioma, capillary infantile
FOXC1	Iridogoniodysgenesis type1
FOXC1	Axenfeld-Rieger Syndrome, Type 3
FOXL2	Premature Ovarian Failure 3
FOXRED1	Mitochondrial complex I deficiency
FRMD7	Nystagmus 1, congenital, X- linked
FTO	Growth Retardation, Developmental Delay, Coarse Facies, And Early Death
FXYD2	Hypomagnesemia 2, renal
GAD1	Cerebral Palsy, Spastic Quadriplegic, 1
GATA1	Dyserythropoietic Anemia with Thrombocytopenia
GCK	Hyperinsulinemic hypoglycemia, familial, 3
GCLC	Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to
GDAP1	Charcot-Marie-Tooth disease, Type 4A, axonal form
GDF1	Conotruncal cardiac defects
GDF3	MICROPHTHALMIA, ISOLATED 7
GDF3	KLIPPEL-FEIL SYNDROME 3, AUTOSOMAL DOMINANT
GDF3	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6
GDF5	Multiple synostoses syndrome 2
GDF6	Microphthalmia, Isolated 4
GFI1	Neutropenia, Nonimmune Chronic Idiopathic, Adult
GFM1	Combined Oxidative Phosphorylation Deficiency 1
GGCX	Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency
GHR	Short Stature, Idiopathic, Autosomal
GHSR	Short Stature, Idiopathic, Autosomal
GIGYF2	Parkinson Disease 11
GJA1	ATRIOVENTRICULAR SEPTAL DEFECT 3
GJA3	Cataract, Zonular Pulverulent 3
GJB2	Deafness, Autosomal Dominant 3A
GJB2	Keratoderma palmoplantar deafness
GJB3	Deafness, Autosomal Dominant 2B
GJB6	Deafness, Autosomal Dominant 3B
GJC2	Spastic Paraplegia 44, Autosomal Recessive
GJC2	LYMPHEDEMA, HEREDITARY, IC
GLE1	Lethal congenital contracture syndrome 1
GLE1	Lethal Arthrogryposis With Anterior Horn Cell Disease
GLI2	Holoprosencephaly 9
GNAT1	Night Blindness, Congenital Stationary, Autosomal Dominant 3
GP1BA	BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT
GPD1L	Brugada Syndrome 2
GPR143	NYSTAGMUS 6, CONGENITAL, X-LINKED
GRIA3	Mental Retardation, X-Linked 94
GRXCR1	DEAFNESS, AUTOSOMAL RECESSIVE 25
GTF2H5	TRICHOTHIODYSTROPHY, PHOTOSENSITIVE
GYG1	GLYCOGEN STORAGE DISEASE XV
HADH	3-hydroxyacyl-coa dehydrogenase deficiency
HADH	Hyperinsulinemic Hypoglycemia, Familial, 4
HAMP	Hemochromatosis, Type 2B
HCN4	Sick Sinus Syndrome 2, Autosomal Dominant
HES7	SPONDYLOCOSTAL DYSOSTOSIS 4, AUTOSOMAL RECESSIVE
HIBCH	Beta-Hydroxyisobutyryl CoA Deacylase Deficiency
HMCN1	Macular Degeneration, Age-Related, 1
HMGCS2	3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency
HNF1A	Diabetes Mellitus, Insulin-Dependent, 20
HOGA1	HYPEROXALURIA, PRIMARY, TYPE III
HOXA2	Microtia, Hearing Impairment, And Cleft Palate
HOXD13	Brachydactyly, Type D
HPGD	Digital Clubbing, Isolated Congenital
HRG	THROMBOPHILIA DUE TO HISTIDINE-RICH GLYCOPROTEIN DEFICIENCY
HSD3B7	Bile acid synthesis defect, congenital, 1
HSPB1	Neuronopathy, Distal Hereditary Motor, Type IIB
HSPB3	NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC
HSPB8	Neuropathy, Distal Hereditary Motor, Type IIA
HYLS1	Hydrolethalus Syndrome 1
ICK	Endocrine-Cerebroosteodysplasia
IDH2	D-2-HYDROXYGLUTARIC ACIDURIA 2
IFT122	Cranioectodermal Dysplasia
IKBKG	Immunodeficiency without anhidrotic ectodermal dysplasia
IKBKG	Invasive Pneumococcal Disease, Recurrent Isolated, 2
IKBKG	Atypical Mycobacteriosis, Familial, X-Linked 1
IL10RA	Inflammatory Bowel Disease 28, Autosomal Recessive
ILDR1	Deafness, Autosomal Recessive 42
IMPG2	RETINITIS PIGMENTOSA 56
INS	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10
INS	Diabetes Mellitus, Insulin-Dependent, 2
INSR	Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans
INSR	Hyperinsulinemic Hypoglycemia, Familial, 5
IRF6	OROFACIAL CLEFT 6, SUSCEPTIBILITY TO
ITK	Lymphoproliferative Syndrome, Ebv-Associated, Autosomal, 1
ITPR1	Spinocerebellar Ataxia 15
JAM3	HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS
KARS	CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE B
KBTBD13	Nemaline myopathy 6
KCNC3	Spinocerebellar ataxia 13
KCNE2	Atrial Fibrillation, Familial, 4
KCNE3	Brugada Syndrome 6
KCNJ11	Diabetes Mellitus, Transient Neonatal, 3
KCNJ18	THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2
KCNJ5	LONG QT SYNDROME 13
KCNQ1	Atrial Fibrillation, Familial, 3
KCNQ1	Short QT Syndrome 2
KCNQ2	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 7
KCNQ4	Deafness, Autosomal Dominant 2A
KCNV2	Retinal Cone Dystrophy 3B
KCTD7	Epilepsy, Progressive Myoclonic 3
KDM5C	Mental Retardation, X-Linked, Syndromic, Jarid1c-Related
KDR	Hemangioma, capillary infantile
KIAA0196	Spastic paraplegia 8, autosomal dominant
KIRREL3	Mental Retardation, Autosomal Dominant 4
KLF11	Maturity-Onset Diabetes of the Young, Type 7
KLHL7	Retinitis Pigmentosa 42
KL	Tumoral Calcinosis, Hyperphosphatemic, Familial
KRAS	Noonan syndrome 3
KRT18	Cirrhosis, Familial
KRT1	Palmoplantar Keratoderma, Nonepidermolytic
KRT1	Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis
KRT74	WOOLLY HAIR, AUTOSOMAL DOMINANT
KRT85	Ectodermal Dysplasia, Pure Hair-Nail Type
KRT8	Cirrhosis, Familial
L1CAM	Corpus Callosum, Partial Agenesis of, X-Linked
LCT	Lactase Deficiency, Congenital
LDB3	Cardiomyopathy, Dilated, 1C
LFNG	SPONDYLOCOSTAL DYSOSTOSIS 3, AUTOSOMAL RECESSIVE
LHFPL5	Deafness, Autosomal Recessive 67
LHX4	Pituitary Hormone Deficiency, Combined, 4
LRAT	Leber Congenital Amaurosis 14
LRP5	Osteopetrosis autosomal dominant type 1
LRP5	Van Buchem disease type 2
LRP6	Coronary Artery Disease, Autosomal Dominant 2
LTBP4	Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities
LYZ	Amyloidosis, familial visceral
MAGT1	Mental Retardation, X-Linked 95
MASP2	MASP2 Deficiency
MATN3	Spondyloepimetaphyseal Dysplasia, Matrilin-3 Related
MC1R	MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 5
MCCC2	3-methylcrotonyl CoA carboxylase 2 deficiency
MCFD2	FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, 2
MECP2	Mental Retardation, X-Linked, Syndromic 13
MED12	Lujan Fryns syndrome
MED13L	Transposition of the Great Arteries, Dextro-Looped 1
MED17	MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY
MED25	Charcot-Marie-Tooth disease, Type 2B2
MEFV	Familial Mediterranean Fever, Autosomal Dominant
MFN2	Charcot-Marie-Tooth Disease, Axonal, Type 2A2
MFRP	Nanophthalmos 2
MFSD8	Ceroid Lipofuscinosis, Neuronal, 7
MLPH	Griscelli syndrome type 3
MMAA	Methylmalonic aciduria cblA type
MMADHC	Methylmalonic Aciduria and Homocystinuria, CblD Type
MPZ	Charcot-Marie-Tooth disease, Type 2I
MPZ	Charcot-Marie-Tooth Disease, Dominant Intermediate D
MPZ	Hereditary areflexic dystasia
MRPS22	Combined Oxidative Phosphorylation Deficiency 5
MSRB3	DEAFNESS, AUTOSOMAL RECESSIVE 74
MTMR14	Myopathy, Centronuclear, Autosomal Dominant
MTPAP	SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE
MTR	Methylcobalamin Deficiency, CblG Type
MTRR	Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type
MYD88	MYD88 Deficiency
MYH11	Aortic aneurysm, familial thoracic 4
MYH6	Cardiomyopathy, Dilated, 1EE
MYH7	Cardiomyopathy, Familial Hypertrophic, 1
MYH7	Cardiomyopathy, Dilated, 1s
MYH7	Scapuloperoneal muscular dystrophy
MYH9	May-Hegglin anomaly
MYH9	Macrothrombocytopenia progressive deafness
MYL2	Cardiomyopathy, Familial Hypertrophic, 10
MYL3	Cardiomyopathy, Familial Hypertrophic, 8
MYLK2	Cardiomyopathy, Familial Hypertrophic, 1
MYO1A	Deafness, Autosomal Dominant 48
NAGA	Schindler disease, type 1
NCF2	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II
NCSTN	Hidradenitis suppurativa, familial
NDUFA1	Mitochondrial complex I deficiency
NDUFAF3	Mitochondrial complex I deficiency
NDUFAF4	Mitochondrial complex I deficiency
NDUFAF5	Mitochondrial complex I deficiency
NEFL	Charcot-Marie-Tooth disease, Type 1F
NEUROD1	MODY, Type 6
NEXN	Cardiomyopathy, Dilated, 1CC
NFKBIA	Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant
NIPAL4	ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE, NIPAL4-RELATED
NKX2-5	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS
NKX2-5	Hypothyroidism, Congenital, Nongoitrous, 5
NKX2-6	Conotruncal cardiac defects
NLGN3	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1
NOBOX	Premature Ovarian Failure 5
NODAL	HETEROTAXY, VISCERAL, 5, AUTOSOMAL
NOG	Brachydactyly, Type B2
NPC2	Niemann-Pick disease, type C2
NPHP4	Nephronophthisis 4
NPHP4	Senior-Loken syndrome 4
NR2E3	Retinitis Pigmentosa 37
NR3C2	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy
NR5A1	Premature Ovarian Failure 7
NRAS	Noonan Syndrome 6
NT5C3A	Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to
NT5E	Calcification of Joints and Arteries
OPA3	Optic atrophy and cataract, autosomal dominant
OPN1LW	COLORBLINDNESS, PARTIAL, PROTAN SERIES
OPN1MW	COLORBLINDNESS, PARTIAL, DEUTAN SERIES
OPN1SW	TRITANOPIA
OPTN	AMYOTROPHIC LATERAL SCLEROSIS 12
ORAI1	Immune dysfunction with T-cell inactivation due to calcium entry defect 1
OSMR	Amyloidosis IX
OTX2	Microphthalmia, Syndromic 5
P2RY12	Bleeding Disorder Due To P2RY12 Defect
PAK3	Mental Retardation, X-Linked 30
PAX4	Maturity-Onset Diabetes Of The Young, Type 9
PAX6	O'Donnell Pappas syndrome
PAX6	Optic Nerve Hypoplasia, Bilateral
PCBD1	Hyperphenylalaninemia with primapterinuria
PCSK1	Proprotein Convertase 1 3 Deficiency
PCSK9	Hypercholesterolemia, Autosomal Dominant, 3
PDE6C	Cone Dystrophy 4
PDHA1	Leigh Syndrome, X-Linked
C10orf2	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 3
C10orf2	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis
PGM1	Glycogen Storage Disease XIV
PHKA2	phosphorylase kinase, alpha 2 (liver)
PHKB	Glycogen Storage Disease IXB
PHKG2	Glycogen Storage Disease IXC
PIP5K1C	Lethal Congenital Contractural Syndrome 3
PITX2	Ring dermoid of cornea
PITX3	Cataract, posterior polar, 4
PKLR	Adenosine Triphosphate, Elevated, Of Erythrocytes
PLEKHG5	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4
PLN	Cardiomyopathy, Dilated, 1p
PLOD2	Bruck syndrome 2
PLOD3	Bone Fragility with Contractures, Arterial Rupture, and Deafness
POF1B	Premature Ovarian Failure 2b
POLG2	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 4
POLG	MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)
POLG	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 1
POLG	MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE)
POLR1C	Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive
POLR1D	TREACHER COLLINS SYNDROME 2
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 3
POMGNT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 3
POMT1	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 1
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 2
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2
POMT2	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 2
POR	Disordered Steroidogenesis Due To Cytochrome P450 Oxidoreductase Deficiency
POR	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS
POU1F1	Pituitary Hormone Deficiency, Combined, 1
POU4F3	Deafness, Autosomal Dominant 15
PRCD	Retinitis Pigmentosa 36
PRICKLE1	Epilepsy, Progressive Myoclonic, 1b
PRKAG2	Cardiomyopathy, Familial Hypertrophic, 6
PRKAG2	Glycogen Storage Disease of Heart, Lethal Congenital
PROC	Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Recessive
PROM1	Cone-Rod Dystrophy 12
PROM1	Macular Dystrophy, Retinal, 2
PROM1	Stargardt disease 4
PROS1	THROMBOPHILIA DUE TO PROTEIN S DEFICIENCY, AUTOSOMAL DOMINANT
PRPH2	Patterned dystrophy of retinal pigment epithelium
PSAP	Gaucher Disease, Atypical, Due To Saposin C Deficiency
PSAT1	Phosphoserine Aminotransferase Deficiency
PSEN1	Cardiomyopathy, Dilated, 1u
PSEN2	Cardiomyopathy, Dilated, 1V
PTEN	Macrocephaly Autism Syndrome
PTH1R	Jansen type metaphyseal chondrodysplasia
PTH1R	Chondrodysplasia, blomstrand type
PTHLH	BRACHYDACTYLY, TYPE E2
PTPRQ	DEAFNESS, AUTOSOMAL RECESSIVE 84
PVRL4	ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME 1
RAD51C	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3
RAD51C	FANCONI ANEMIA, COMPLEMENTATION GROUP O
RAF1	LEOPARD syndrome, 2
RAG1	Combined Cellular And Humoral Immune Defects With Granulomas
RAG1	Alpha/Beta T-Cell Lymphopenia with Gamma/Delta T-Cell Expansion, Severe Cytomegalovirus Infection, and Autoimmunity
RAG2	Combined Cellular And Humoral Immune Defects With Granulomas
RANBP2	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, 3, SUCEPTIBILITY TO
RAPSN	Myasthenic syndrome, congenital, type Id
RAX2	Cone-Rod Dystrophy 11
RAX	Microphthalmia, Isolated 3
RBM20	Cardiomyopathy, Dilated, 1DD
RDH12	Leber Congenital Amaurosis 13
RDX	Deafness, Autosomal Recessive, 24
REEP1	Spastic Paraplegia 31, Autosomal Dominant
RHAG	Rh-Null, Regulator Type
RHO	Night Blindness, Congenital Stationary, Autosomal Dominant 1
RNASEH2A	Aicardi-Goutieres Syndrome 4
RNASEH2C	Aicardi-Goutieres Syndrome 3
RNASET2	Leukoencephalopathy, Cystic, Without Megalencephaly
RP2	Retinitis Pigmentosa 2
RP9	Retinitis Pigmentosa 9
RPGRIP1L	Joubert Syndrome 7
RPGRIP1L	Meckel Syndrome, Type 5
RPGRIP1	Cone-Rod Dystrophy 13
RPGR	Retinitis Pigmentosa, X-Linked, And Sinorespiratory Infections, With Or Without Deafness
RPIA	Ribose 5-Phosphate Isomerase Deficiency
RPL11	Diamond-Blackfan Anemia 7
RPL35A	Diamond-Blackfan Anemia 5
RPL5	Aase syndrome
RPS26	Diamond-Blackfan Anemia 10
RRM2B	MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)
RSPH4A	Ciliary Dyskinesia, Primary, 11
SAMHD1	Aicardi-Goutieres syndrome 5
SCN1A	Migraine, Familial Hemiplegic, 3
SCN2A	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11
SCN4B	Long Qt Syndrome 10
SCN5A	Cardiomyopathy, Dilated, 1E
SCN9A	Indifference to Pain, Congenital, Autosomal Recessive
SCNN1A	Bronchiectasis With Or Without Elevated Sweat Chloride 2
SCNN1B	Bronchiectasis With Or Without Elevated Sweat Chloride 1
SCO2	Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency
SDHAF1	Mitochondrial Complex II Deficiency
SDHA	Mitochondrial Complex II Deficiency
SEC23A	Craniolenticulosutural Dysplasia
SEMA4A	Cone-Rod Dystrophy 10
SEMA4A	Retinitis Pigmentosa 35
SFTPB	Surfactant Metabolism Dysfunction, Pulmonary, 1
SFTPC	Surfactant Metabolism Dysfunction, Pulmonary, 2
SH3TC2	MONONEUROPATHY OF THE MEDIAN NERVE, MILD
SHOC2	NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR
SHROOM4	Stocco dos Santos syndrome
SIX5	BRANCHIOOTORENAL SYNDROME 2
SIX6	Microphthalmia, Isolated, with Cataract 2
SLC11A2	Anemia, Hypochromic Microcytic, With Iron Overload
SLC16A1	Erythrocyte Lactate Transporter Defect
SLC25A22	Epileptic Encephalopathy, Early Infantile, 3
SLC25A38	Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive
SLC25A3	Mitochondrial Phosphate Carrier Deficiency
SLC25A4	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2
SLC34A1	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 1
SLC37A4	Glycogen Storage Disease IC
SLC4A11	Corneal Dystrophy, Fuchs Endothelial, 4
SLC4A1	Renal Tubular Acidosis, Distal, With Hemolytic Anemia
SLC4A4	Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation
SLC5A5	Thyroid Dyshormonogenesis 1
SLC7A7	Lysinuric Protein Intolerance
SLC9A3R1	Nephrolithiasis-Osteoporosis, Hypophosphatemic, 2
SNRNP200	Retinitis Pigmentosa 33
SNTA1	Long Qt Syndrome 12
SOX10	Waardenburg Syndrome, Type 4c
SPATA16	Globozoospermia
SPTA1	Elliptocytosis 2
SPTLC1	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IA
SPTLC2	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC
SRPX2	Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked
SRY	46,Xy Gonadal Dysgenesis, Complete, Sry-Related
ST3GAL3	Mental Retardation, Autosomal Recessive 12
STAT3	Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant
STAT5B	Laron syndrome type 2
STK11	Testicular Germ Cell Tumor
SUCLA2	MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH METHYLMALONIC ACIDURIA)
SUCLG1	MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA)
SYNGAP1	Mental Retardation, Autosomal Dominant 5
SYP	MENTAL RETARDATION, X-LINKED 96
TBX1	Conotruncal cardiac defects
TBX20	Atrial Septal Defect 4
TCAP	Cardiomyopathy, Dilated, 1N
TGFBI	Corneal dystrophy, epithelial basement membrane
TGFBR1	Loeys-Dietz Syndrome, Type 2A
TGFBR1	Keratoacanthoma familial
TGFBR2	Loeys-Dietz Syndrome, Type 1b
TGFBR2	Aortic aneurysm, familial thoracic 3
TGIF1	Holoprosencephaly 4
THAP1	Dystonia 6, torsion
THRB	Thyroid Hormone Resistance, Selective Pituitary
TLL1	Atrial Septal Defect 6
TMEM216	Meckel syndrome type 2
TMEM43	Arrhythmogenic Right Ventricular Dysplasia, Familial, 5
TMEM67	Joubert syndrome 6
TMIE	Deafness, Autosomal Recessive 6
TMPO	Cardiomyopathy, Dilated, 1t
TNFRSF11A	Osteopetrosis, Autosomal Recessive 7
TNFRSF13B	Immunoglobulin a deficiency 2
TNFSF11	Osteopetrosis, mild autosomal recessive form
TNNC1	Cardiomyopathy, Familial Hypertrophic, 13
TNNC1	Cardiomyopathy, Dilated, 1z
TNNI3	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 7
TNNI3	Cardiomyopathy, Dilated, 2a
TNNI3	Cardiomyopathy, Dilated, 1FF
TNNT2	Cardiomyopathy, Familial Hypertrophic, 2
TPM1	Cardiomyopathy, Familial Hypertrophic, 3
TPM1	Cardiomyopathy, Dilated, 1y
TPM2	Nemaline myopathy 4
TPM3	Nemaline myopathy 1
TPO	Thyroid Dyshormonogenesis 2A
TRIOBP	Deafness, Autosomal Recessive 28
TRMU	LIVER FAILURE, INFANTILE, TRANSIENT
TRPM1	CSNB1C
TRPM4	Progressive Familial Heart Block, Type Ib
TRPS1	Trichorhinophalangeal Syndrome, Type III
TSEN2	Pontocerebellar Hypoplasia Type 2B
TSEN34	Pontocerebellar Hypoplasia Type 2C
TSFM	Combined Oxidative Phosphorylation Deficiency 3
TSPAN7	Mental Retardation, X-Linked 58
TTN	Cardiomyopathy, Familial Hypertrophic, 9
TUBB1	Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related
TUBB2B	Polymicrogyria, Asymmetric
TUFM	Combined Oxidative Phosphorylation Deficiency 4
TULP1	LEBER CONGENITAL AMAUROSIS 15
UCHL1	PARKINSON DISEASE 5, AUTOSOMAL DOMINANT
UGT1A1	Hyperbilirubinemia, Transient Familial Neonatal
UMOD	Glomerulocystic Kidney Disease with Hyperuricemia and Isosthenuria
UMPS	Oroticaciduria 1
UNG	IMMUNODEFICIENCY WITH HYPER-IgM, TYPE 5
UPF3B	Mental Retardation, X-Linked, Syndromic 14
VANGL1	Sacral defect and anterior sacral meningocele
VANGL1	Neural Tube Defects
VAPB	Spinal Muscular Atrophy, Proximal, Adult, Autosomal Dominant
VCL	Cardiomyopathy, Familial Hypertrophic, 15
VCL	Cardiomyopathy, Dilated, 1w
VKORC1	Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, Type 2
VSX1	Keratoconus 1
VSX2	Microphthalmia, Isolated, with Coloboma 3
VSX2	Microphthalmia, Isolated 2
WDR35	CRANIOECTODERMAL DYSPLASIA 2
WDR36	Glaucoma 1, Open Angle, G
WFS1	Deafness, Autosomal Dominant 6
WNT10B	Split-Hand/Foot Malformation 6
WNT4	Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs
WT1	NEPHROTIC SYNDROME, TYPE 4
XPNPEP3	NEPHRONOPHTHISIS-LIKE NEPHROPATHY 1
ZBTB16	Skeletal Defects, Genital Hypoplasia, And Mental Retardation
ZDHHC9	MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE
ZEB1	Corneal Dystrophy, Fuchs Endothelial, 6
ZFYVE27	Spastic Paraplegia 33, Autosomal Dominant
ZMPSTE24	Mandibuloacral dysplasia with type B lipodystrophy
ZNF513	RETINITIS PIGMENTOSA 58
ZNF81	Mental Retardation, X-Linked 45
AARS	Charcot-Marie-Tooth Disease, Axonal, Type 2n
ABAT	Gamma aminobutyric acid transaminase deficiency
ABCA4	Macular Degeneration, Age-Related, 2
ABCB4	Cholecystitis
ABCB7	Anemia, sideroblastic spinocerebellar ataxia
ABCC8	Hyperinsulinemic hypoglycemia, familial, 1
ABCC8	Hypoglycemia, leucine-induced
ABCC9	Cardiomyopathy, Dilated, 1o
ACAN	Spondyloepimetaphyseal Dysplasia, Aggrecan Type
ACE	Hypertension
ACSL4	Mental Retardation, X-Linked 63
ACTA2	Aortic Aneurysm, Familial Thoracic 6
ACTB	Juvenile-onset dystonia
ACTC1	Atrial Septal Defect 5
ACTC1	Cardiomyopathy, Familial Hypertrophic, 11
ACTG1	Deafness, Autosomal Dominant 20
ACTN2	Cardiomyopathy, Dilated, 1AA
ACY1	Aminoacylase 1 deficiency
ADAMTSL2	GELEOPHYSIC DYSPLASIA 1
ADCK3	Spinocerebellar Ataxia, Autosomal Recessive 9
AFG3L2	Spinocerebellar ataxia 28
AGT	Hypertension
AGT	Hypertension
AGTR1	Allanson Pantzar McLeod syndrome
AIFM1	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6
AK1	Adenylate Kinase Deficiency, Hemolytic Anemia Due To
AKAP9	Long Qt Syndrome 11
AKR1D1	Bile acid synthesis defect, congenital, 2
ALDOA	Glycogen Storage Disease XII
ALG11	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip
ALX4	Parietal Foramina 2
AMACR	Bile acid synthesis defect, congenital, 4
ANG	Amyotrophic Lateral Sclerosis 9
AP2S1	Familial benign hypercalcemia, type 3
APOE	Alzheimer Disease
APP	Cerebral Amyloid Angiopathy, App-Related
ARFGEF2	Heterotopia, Periventricular, Autosomal Recessive
ARHGEF10	Slowed Nerve Conduction Velocity, Autosomal Dominant
ARL13B	Joubert Syndrome 8
ARL6	RETINITIS PIGMENTOSA 55
ARX	Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related
ARX	Proud Syndrome
ATIC	AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency
ATP1A2	Alternating hemiplegia of childhood
